primary_key,employee_number,datetime_processed,termination_date,termination_type_code,termination_reason_code,is_termination_cleared
100637_2019-08-14,100637,2019-08-14,2019-08-14,V,101,True
100638_2024-01-03,100638,2024-01-03,2024-01-03,V,202,True
100640_2019-11-14,100640,2019-11-14,2019-11-14,V,202,True
100642_2020-04-17,100642,2020-04-17,2020-04-17,V,202,True
100643_2022-10-28,100643,2022-10-28,2022-10-28,V,100,True
100645_2020-10-31,100645,2020-10-31,2020-10-31,V,100,True
100648_2023-09-19,100648,2023-09-19,2023-09-19,I,200,True
100649_2019-07-25,100649,2019-07-25,2019-07-25,V,100,True
100650_2020-06-07,100650,2020-06-07,2020-06-07,V,100,True
100651_2022-07-02,100651,2022-07-02,2022-07-02,I,206,True
100654_2020-09-30,100654,2020-09-30,2020-09-30,V,100,True
100655_2020-10-18,100655,2020-10-18,2020-10-18,V,101,True
100656_2022-09-09,100656,2022-09-09,2022-09-09,V,202,True
100657_2021-05-02,100657,2021-05-02,2021-05-02,V,102,True
100660_2022-12-31,100660,2022-12-31,2022-12-31,V,101,True
100662_2020-01-10,100662,2020-01-10,2020-01-10,I,206,True
100664_2023-05-03,100664,2023-05-03,2023-05-03,V,103,True
100665_2019-07-01,100665,2019-07-01,2019-07-01,V,101,True
100666_2020-06-28,100666,2020-06-28,2020-06-28,V,100,True
100667_2021-01-06,100667,2021-01-06,2021-01-06,I,210,True
100669_2021-01-17,100669,2021-01-17,2021-01-17,V,100,True
100672_2024-01-10,100672,2024-01-10,2024-01-10,V,100,True
100674_2022-04-04,100674,2022-04-04,2022-04-04,V,100,True
100675_2019-10-20,100675,2019-10-20,2019-10-20,V,103,True
100678_2022-07-26,100678,2022-07-26,2022-07-26,V,100,True
100679_2023-03-13,100679,2023-03-13,2023-03-13,I,207,True
100680_2020-05-08,100680,2020-05-08,2020-05-08,I,200,True
100681_2022-03-07,100681,2022-03-07,2022-03-07,V,102,True
100682_2020-03-03,100682,2020-03-03,2020-03-03,V,101,True
100683_2022-10-27,100683,2022-10-27,2022-10-27,I,206,True
100685_2020-07-11,100685,2020-07-11,2020-07-11,V,100,True
100687_2020-06-08,100687,2020-06-08,2020-06-08,V,202,True
100689_2020-06-11,100689,2020-06-11,2020-06-11,I,210,True
100690_2022-03-30,100690,2022-03-30,2022-03-30,V,100,True
100691_2020-10-18,100691,2020-10-18,2020-10-18,I,205,True
100696_2019-08-13,100696,2019-08-13,2019-08-13,I,200,True
100699_2025-02-02,100699,2025-02-02,2025-02-02,V,100,True
100701_2020-12-12,100701,2020-12-12,2020-12-12,V,101,True
100703_2024-11-10,100703,2024-11-10,2024-11-10,V,101,True
100704_2020-07-27,100704,2020-07-27,2020-07-27,V,100,True
100705_2019-12-22,100705,2019-12-22,2019-12-22,V,101,True
100706_2022-06-08,100706,2022-06-08,2022-06-08,V,202,True
100707_2024-09-21,100707,2024-09-21,2024-09-21,V,202,True
100708_2019-11-05,100708,2019-11-05,2019-11-05,I,201,True
100709_2019-10-01,100709,2019-10-01,2019-10-01,I,200,True
100712_2020-11-15,100712,2020-11-15,2020-11-15,V,103,True
100713_2019-10-08,100713,2019-10-08,2019-10-08,I,201,True
100714_2022-06-14,100714,2022-06-14,2022-06-14,V,100,True
100715_2023-06-25,100715,2023-06-25,2023-06-25,I,200,True
100716_2021-07-18,100716,2021-07-18,2021-07-18,I,201,True
100718_2020-09-30,100718,2020-09-30,2020-09-30,V,103,True
100720_2020-07-16,100720,2020-07-16,2020-07-16,I,205,True
100722_2024-03-27,100722,2024-03-27,2024-03-27,V,102,True
100724_2025-01-14,100724,2025-01-14,2025-01-14,V,202,True
100725_2022-07-11,100725,2022-07-11,2022-07-11,V,100,True
100727_2025-12-29,100727,2025-12-29,2025-12-29,V,202,True
100728_2019-11-11,100728,2019-11-11,2019-11-11,V,102,True
100729_2022-03-06,100729,2022-03-06,2022-03-06,I,200,True
100730_2022-09-06,100730,2022-09-06,2022-09-06,V,103,True
100731_2021-10-21,100731,2021-10-21,2021-10-21,V,103,True
100733_2021-05-22,100733,2021-05-22,2021-05-22,V,101,True
100734_2019-10-27,100734,2019-10-27,2019-10-27,V,100,True
100736_2020-07-19,100736,2020-07-19,2020-07-19,V,100,True
100739_2025-03-31,100739,2025-03-31,2025-03-31,V,100,True
100741_2022-08-16,100741,2022-08-16,2022-08-16,I,210,True
100742_2023-05-14,100742,2023-05-14,2023-05-14,V,100,True
100743_2022-06-06,100743,2022-06-06,2022-06-06,V,103,True
100749_2021-08-03,100749,2021-08-03,2021-08-03,I,205,True
100752_2026-01-28,100752,2026-01-28,2026-01-28,I,207,True
100753_2021-02-04,100753,2021-02-04,2021-02-04,V,100,True
100756_2019-11-29,100756,2019-11-29,2019-11-29,V,100,True
100757_2019-09-28,100757,2019-09-28,2019-09-28,V,103,True
100759_2020-07-08,100759,2020-07-08,2020-07-08,V,103,True
100760_2025-10-25,100760,2025-10-25,2025-10-25,I,201,True
100761_2021-06-09,100761,2021-06-09,2021-06-09,V,101,True
100762_2022-08-28,100762,2022-08-28,2022-08-28,V,100,True
100764_2020-09-15,100764,2020-09-15,2020-09-15,V,101,True
100765_2023-10-10,100765,2023-10-10,2023-10-10,I,207,True
100768_2024-08-27,100768,2024-08-27,2024-08-27,I,201,True
100769_2022-02-28,100769,2022-02-28,2022-02-28,V,100,True
100770_2021-02-12,100770,2021-02-12,2021-02-12,V,101,True
100774_2019-11-15,100774,2019-11-15,2019-11-15,V,101,True
100776_2020-02-21,100776,2020-02-21,2020-02-21,I,200,True
100777_2023-02-26,100777,2023-02-26,2023-02-26,I,201,True
100779_2023-09-19,100779,2023-09-19,2023-09-19,I,205,True
100780_2020-03-31,100780,2020-03-31,2020-03-31,V,101,True
100781_2020-10-13,100781,2020-10-13,2020-10-13,V,102,True
100782_2023-01-19,100782,2023-01-19,2023-01-19,V,101,True
100783_2020-06-23,100783,2020-06-23,2020-06-23,I,205,True
100784_2021-09-03,100784,2021-09-03,2021-09-03,V,101,True
100785_2023-10-29,100785,2023-10-29,2023-10-29,V,102,True
100790_2021-10-02,100790,2021-10-02,2021-10-02,I,205,True
100792_2021-08-30,100792,2021-08-30,2021-08-30,V,100,True
100793_2021-06-20,100793,2021-06-20,2021-06-20,V,100,True
100794_2022-08-24,100794,2022-08-24,2022-08-24,V,101,True
100795_2020-01-06,100795,2020-01-06,2020-01-06,V,100,True
100796_2021-10-12,100796,2021-10-12,2021-10-12,I,201,True
100797_2022-08-06,100797,2022-08-06,2022-08-06,V,100,True
100798_2023-06-16,100798,2023-06-16,2023-06-16,V,100,True
100799_2022-06-27,100799,2022-06-27,2022-06-27,I,201,True
100800_2022-10-30,100800,2022-10-30,2022-10-30,V,103,True
100801_2024-05-09,100801,2024-05-09,2024-05-09,V,101,True
100803_2021-05-06,100803,2021-05-06,2021-05-06,V,202,True
100805_2021-08-22,100805,2021-08-22,2021-08-22,V,101,True
100806_2020-05-31,100806,2020-05-31,2020-05-31,V,100,True
100807_2020-02-23,100807,2020-02-23,2020-02-23,V,100,True
100808_2025-12-28,100808,2025-12-28,2025-12-28,I,205,True
100809_2020-11-16,100809,2020-11-16,2020-11-16,V,100,True
100812_2023-03-06,100812,2023-03-06,2023-03-06,I,207,True
100813_2024-10-16,100813,2024-10-16,2024-10-16,I,206,True
100815_2020-09-04,100815,2020-09-04,2020-09-04,V,100,True
100816_2020-09-22,100816,2020-09-22,2020-09-22,I,205,True
100818_2020-02-11,100818,2020-02-11,2020-02-11,V,102,True
100822_2021-08-24,100822,2021-08-24,2021-08-24,I,207,True
100823_2020-11-18,100823,2020-11-18,2020-11-18,V,100,True
100824_2020-03-02,100824,2020-03-02,2020-03-02,V,100,True
100825_2020-08-13,100825,2020-08-13,2020-08-13,V,101,True
100826_2020-09-20,100826,2020-09-20,2020-09-20,V,100,True
100827_2022-06-16,100827,2022-06-16,2022-06-16,V,100,True
100828_2020-07-16,100828,2020-07-16,2020-07-16,V,100,True
100830_2023-05-07,100830,2023-05-07,2023-05-07,V,101,True
100831_2024-03-11,100831,2024-03-11,2024-03-11,I,200,True
100832_2022-02-23,100832,2022-02-23,2022-02-23,V,103,True
100833_2024-02-28,100833,2024-02-28,2024-02-28,V,100,True
100834_2024-06-09,100834,2024-06-09,2024-06-09,V,103,True
100835_2020-03-03,100835,2020-03-03,2020-03-03,V,100,True
100837_2025-01-04,100837,2025-01-04,2025-01-04,V,100,True
100840_2020-03-03,100840,2020-03-03,2020-03-03,V,100,True
100844_2024-06-19,100844,2024-06-19,2024-06-19,V,100,True
100845_2021-01-18,100845,2021-01-18,2021-01-18,V,100,True
100846_2021-10-18,100846,2021-10-18,2021-10-18,I,206,True
100848_2020-05-14,100848,2020-05-14,2020-05-14,V,101,True
100850_2022-11-22,100850,2022-11-22,2022-11-22,V,100,True
100851_2020-07-18,100851,2020-07-18,2020-07-18,V,100,True
100853_2020-12-14,100853,2020-12-14,2020-12-14,I,207,True
100854_2024-05-03,100854,2024-05-03,2024-05-03,V,100,True
100855_2022-04-02,100855,2022-04-02,2022-04-02,I,201,True
100856_2025-06-25,100856,2025-06-25,2025-06-25,V,100,True
100859_2020-01-18,100859,2020-01-18,2020-01-18,V,102,True
100862_2021-12-08,100862,2021-12-08,2021-12-08,V,101,True
100863_2021-05-21,100863,2021-05-21,2021-05-21,V,100,True
100865_2021-06-10,100865,2021-06-10,2021-06-10,V,101,True
100867_2020-07-27,100867,2020-07-27,2020-07-27,V,101,True
100868_2021-08-06,100868,2021-08-06,2021-08-06,V,101,True
100869_2020-07-21,100869,2020-07-21,2020-07-21,V,100,True
100870_2020-03-31,100870,2020-03-31,2020-03-31,I,207,True
100871_2020-12-11,100871,2020-12-11,2020-12-11,I,201,True
100873_2021-10-23,100873,2021-10-23,2021-10-23,I,201,True
100874_2020-09-30,100874,2020-09-30,2020-09-30,I,200,True
100876_2020-01-18,100876,2020-01-18,2020-01-18,I,200,True
100877_2025-01-12,100877,2025-01-12,2025-01-12,V,101,True
100881_2022-01-27,100881,2022-01-27,2022-01-27,V,100,True
100882_2020-05-29,100882,2020-05-29,2020-05-29,V,100,True
100883_2021-06-07,100883,2021-06-07,2021-06-07,V,103,True
100884_2022-05-23,100884,2022-05-23,2022-05-23,V,100,True
100885_2020-07-24,100885,2020-07-24,2020-07-24,V,101,True
100887_2020-07-30,100887,2020-07-30,2020-07-30,V,202,True
100888_2021-12-04,100888,2021-12-04,2021-12-04,I,207,True
100891_2020-11-07,100891,2020-11-07,2020-11-07,V,100,True
100892_2021-08-08,100892,2021-08-08,2021-08-08,V,102,True
100896_2020-03-20,100896,2020-03-20,2020-03-20,V,101,True
100897_2020-09-27,100897,2020-09-27,2020-09-27,V,100,True
100899_2021-03-18,100899,2021-03-18,2021-03-18,V,101,True
100902_2022-09-25,100902,2022-09-25,2022-09-25,V,100,True
100903_2024-07-02,100903,2024-07-02,2024-07-02,V,100,True
100906_2020-12-29,100906,2020-12-29,2020-12-29,V,101,True
100908_2021-07-26,100908,2021-07-26,2021-07-26,V,101,True
100909_2022-01-06,100909,2022-01-06,2022-01-06,V,101,True
100911_2022-08-14,100911,2022-08-14,2022-08-14,V,101,True
100915_2021-06-07,100915,2021-06-07,2021-06-07,I,207,True
100916_2022-01-19,100916,2022-01-19,2022-01-19,V,102,True
100917_2022-06-28,100917,2022-06-28,2022-06-28,I,206,True
100918_2020-08-04,100918,2020-08-04,2020-08-04,V,103,True
100919_2020-06-16,100919,2020-06-16,2020-06-16,I,201,True
100920_2021-02-18,100920,2021-02-18,2021-02-18,V,101,True
100921_2020-11-29,100921,2020-11-29,2020-11-29,I,210,True
100924_2020-02-26,100924,2020-02-26,2020-02-26,V,100,True
100926_2022-09-12,100926,2022-09-12,2022-09-12,I,205,True
100927_2020-05-13,100927,2020-05-13,2020-05-13,V,101,True
100928_2023-11-17,100928,2023-11-17,2023-11-17,V,100,True
100930_2021-07-13,100930,2021-07-13,2021-07-13,V,100,True
100933_2023-09-09,100933,2023-09-09,2023-09-09,I,206,True
100934_2021-05-19,100934,2021-05-19,2021-05-19,V,102,True
100937_2025-06-16,100937,2025-06-16,2025-06-16,V,100,True
100938_2020-08-29,100938,2020-08-29,2020-08-29,V,100,True
100939_2025-02-09,100939,2025-02-09,2025-02-09,V,101,True
100940_2021-07-09,100940,2021-07-09,2021-07-09,V,101,True
100941_2020-09-18,100941,2020-09-18,2020-09-18,I,205,True
100943_2024-12-10,100943,2024-12-10,2024-12-10,V,102,True
100944_2023-03-24,100944,2023-03-24,2023-03-24,V,102,True
100946_2020-07-05,100946,2020-07-05,2020-07-05,V,100,True
100947_2021-02-05,100947,2021-02-05,2021-02-05,V,100,True
100949_2020-08-22,100949,2020-08-22,2020-08-22,I,206,True
100950_2022-01-04,100950,2022-01-04,2022-01-04,I,210,True
100951_2025-06-08,100951,2025-06-08,2025-06-08,V,100,True
100954_2022-02-06,100954,2022-02-06,2022-02-06,V,102,True
100955_2020-10-02,100955,2020-10-02,2020-10-02,I,206,True
100957_2021-12-01,100957,2021-12-01,2021-12-01,I,206,True
100960_2020-08-30,100960,2020-08-30,2020-08-30,I,200,True
100961_2021-01-22,100961,2021-01-22,2021-01-22,V,100,True
100966_2024-03-21,100966,2024-03-21,2024-03-21,V,100,True
100969_2025-09-17,100969,2025-09-17,2025-09-17,V,100,True
100970_2022-04-21,100970,2022-04-21,2022-04-21,V,101,True
100971_2020-07-31,100971,2020-07-31,2020-07-31,I,201,True
100973_2023-01-27,100973,2023-01-27,2023-01-27,I,206,True
100974_2022-06-30,100974,2022-06-30,2022-06-30,V,100,True
100975_2025-12-25,100975,2025-12-25,2025-12-25,V,202,True
100976_2020-11-16,100976,2020-11-16,2020-11-16,I,206,True
100978_2021-12-17,100978,2021-12-17,2021-12-17,V,100,True
100981_2025-08-10,100981,2025-08-10,2025-08-10,V,202,True
100983_2025-02-13,100983,2025-02-13,2025-02-13,V,101,True
100984_2021-01-13,100984,2021-01-13,2021-01-13,V,102,True
100989_2020-08-28,100989,2020-08-28,2020-08-28,V,100,True
100990_2021-02-09,100990,2021-02-09,2021-02-09,I,200,True
100991_2022-08-20,100991,2022-08-20,2022-08-20,V,101,True
100994_2022-07-30,100994,2022-07-30,2022-07-30,V,100,True
100995_2020-10-25,100995,2020-10-25,2020-10-25,V,100,True
100996_2021-04-30,100996,2021-04-30,2021-04-30,V,100,True
100997_2021-06-20,100997,2021-06-20,2021-06-20,V,102,True
100998_2022-02-11,100998,2022-02-11,2022-02-11,I,206,True
100999_2020-11-28,100999,2020-11-28,2020-11-28,V,101,True
101000_2021-02-25,101000,2021-02-25,2021-02-25,I,200,True
101001_2022-03-20,101001,2022-03-20,2022-03-20,V,103,True
101002_2021-03-28,101002,2021-03-28,2021-03-28,I,206,True
101004_2021-04-09,101004,2021-04-09,2021-04-09,V,202,True
101006_2025-08-21,101006,2025-08-21,2025-08-21,V,102,True
101007_2021-08-30,101007,2021-08-30,2021-08-30,V,100,True
101012_2020-06-25,101012,2020-06-25,2020-06-25,I,205,True
101014_2022-07-13,101014,2022-07-13,2022-07-13,I,210,True
101015_2023-09-23,101015,2023-09-23,2023-09-23,V,100,True
101019_2025-04-18,101019,2025-04-18,2025-04-18,V,101,True
101020_2020-05-08,101020,2020-05-08,2020-05-08,V,101,True
101021_2021-09-26,101021,2021-09-26,2021-09-26,I,207,True
101022_2020-11-11,101022,2020-11-11,2020-11-11,V,100,True
101024_2021-09-23,101024,2021-09-23,2021-09-23,V,103,True
101025_2023-09-15,101025,2023-09-15,2023-09-15,V,101,True
101028_2020-07-04,101028,2020-07-04,2020-07-04,V,100,True
101030_2020-11-06,101030,2020-11-06,2020-11-06,V,100,True
101033_2025-10-13,101033,2025-10-13,2025-10-13,V,202,True
101034_2023-09-25,101034,2023-09-25,2023-09-25,I,201,True
101035_2020-12-30,101035,2020-12-30,2020-12-30,V,100,True
101037_2021-10-22,101037,2021-10-22,2021-10-22,V,101,True
101040_2022-01-06,101040,2022-01-06,2022-01-06,V,100,True
101041_2021-07-07,101041,2021-07-07,2021-07-07,I,200,True
101042_2022-04-24,101042,2022-04-24,2022-04-24,I,205,True
101044_2021-03-12,101044,2021-03-12,2021-03-12,I,200,True
101046_2021-11-28,101046,2021-11-28,2021-11-28,V,102,True
101047_2024-07-25,101047,2024-07-25,2024-07-25,I,205,True
101048_2022-05-27,101048,2022-05-27,2022-05-27,I,201,True
101049_2020-08-31,101049,2020-08-31,2020-08-31,I,200,True
101051_2021-06-13,101051,2021-06-13,2021-06-13,V,100,True
101052_2020-11-16,101052,2020-11-16,2020-11-16,V,101,True
101054_2024-04-20,101054,2024-04-20,2024-04-20,I,205,True
101055_2025-11-06,101055,2025-11-06,2025-11-06,I,201,True
101056_2023-06-10,101056,2023-06-10,2023-06-10,I,200,True
101060_2020-11-24,101060,2020-11-24,2020-11-24,I,206,True
101062_2022-01-20,101062,2022-01-20,2022-01-20,V,101,True
101064_2020-11-04,101064,2020-11-04,2020-11-04,I,205,True
101065_2023-09-12,101065,2023-09-12,2023-09-12,V,202,True
101068_2023-08-17,101068,2023-08-17,2023-08-17,V,100,True
101070_2024-10-09,101070,2024-10-09,2024-10-09,V,100,True
101071_2024-12-14,101071,2024-12-14,2024-12-14,V,101,True
101073_2023-06-24,101073,2023-06-24,2023-06-24,I,201,True
101075_2021-02-08,101075,2021-02-08,2021-02-08,V,101,True
101076_2021-05-02,101076,2021-05-02,2021-05-02,I,206,True
101077_2021-05-19,101077,2021-05-19,2021-05-19,V,101,True
101079_2021-01-22,101079,2021-01-22,2021-01-22,V,100,True
101080_2020-07-09,101080,2020-07-09,2020-07-09,V,103,True
101081_2020-09-03,101081,2020-09-03,2020-09-03,I,205,True
101082_2021-09-02,101082,2021-09-02,2021-09-02,V,101,True
101083_2020-09-03,101083,2020-09-03,2020-09-03,I,201,True
101084_2021-01-03,101084,2021-01-03,2021-01-03,V,100,True
101085_2021-06-15,101085,2021-06-15,2021-06-15,V,100,True
101086_2020-07-02,101086,2020-07-02,2020-07-02,V,100,True
101087_2022-05-08,101087,2022-05-08,2022-05-08,V,102,True
101088_2023-10-25,101088,2023-10-25,2023-10-25,V,101,True
101089_2021-05-08,101089,2021-05-08,2021-05-08,V,101,True
101090_2023-06-17,101090,2023-06-17,2023-06-17,V,100,True
101091_2020-08-10,101091,2020-08-10,2020-08-10,V,202,True
101092_2021-01-17,101092,2021-01-17,2021-01-17,V,100,True
101093_2024-11-20,101093,2024-11-20,2024-11-20,V,100,True
101094_2021-10-02,101094,2021-10-02,2021-10-02,V,100,True
101095_2021-03-17,101095,2021-03-17,2021-03-17,I,207,True
101099_2020-08-24,101099,2020-08-24,2020-08-24,V,100,True
101100_2021-10-04,101100,2021-10-04,2021-10-04,V,202,True
101103_2021-08-12,101103,2021-08-12,2021-08-12,I,200,True
101104_2020-11-10,101104,2020-11-10,2020-11-10,I,200,True
101105_2025-06-03,101105,2025-06-03,2025-06-03,V,202,True
101106_2021-04-11,101106,2021-04-11,2021-04-11,V,100,True
101108_2024-02-22,101108,2024-02-22,2024-02-22,I,200,True
101109_2026-01-21,101109,2026-01-21,2026-01-21,I,200,True
101110_2020-09-09,101110,2020-09-09,2020-09-09,V,100,True
101113_2021-07-10,101113,2021-07-10,2021-07-10,V,103,True
101115_2021-05-05,101115,2021-05-05,2021-05-05,V,100,True
101117_2024-08-03,101117,2024-08-03,2024-08-03,V,102,True
101119_2023-03-16,101119,2023-03-16,2023-03-16,V,100,True
101120_2021-03-13,101120,2021-03-13,2021-03-13,V,102,True
101121_2021-02-25,101121,2021-02-25,2021-02-25,V,100,True
101123_2022-06-07,101123,2022-06-07,2022-06-07,V,103,True
101124_2022-05-30,101124,2022-05-30,2022-05-30,I,206,True
101126_2020-11-15,101126,2020-11-15,2020-11-15,I,200,True
101128_2021-04-20,101128,2021-04-20,2021-04-20,V,102,True
101129_2020-11-23,101129,2020-11-23,2020-11-23,V,103,True
101133_2020-09-14,101133,2020-09-14,2020-09-14,I,207,True
101134_2021-08-20,101134,2021-08-20,2021-08-20,V,202,True
101135_2021-04-17,101135,2021-04-17,2021-04-17,I,205,True
101136_2020-08-10,101136,2020-08-10,2020-08-10,V,101,True
101137_2021-12-05,101137,2021-12-05,2021-12-05,V,100,True
101139_2021-02-13,101139,2021-02-13,2021-02-13,V,202,True
101140_2021-07-26,101140,2021-07-26,2021-07-26,V,100,True
101141_2024-05-15,101141,2024-05-15,2024-05-15,V,100,True
101142_2024-12-09,101142,2024-12-09,2024-12-09,V,101,True
101145_2021-02-15,101145,2021-02-15,2021-02-15,V,100,True
101147_2022-01-05,101147,2022-01-05,2022-01-05,I,200,True
101148_2024-08-27,101148,2024-08-27,2024-08-27,V,101,True
101150_2021-07-12,101150,2021-07-12,2021-07-12,V,101,True
101151_2025-06-22,101151,2025-06-22,2025-06-22,V,202,True
101153_2024-03-06,101153,2024-03-06,2024-03-06,I,205,True
101155_2026-01-11,101155,2026-01-11,2026-01-11,V,202,True
101157_2021-05-20,101157,2021-05-20,2021-05-20,V,101,True
101158_2023-04-11,101158,2023-04-11,2023-04-11,I,210,True
101159_2022-11-19,101159,2022-11-19,2022-11-19,V,100,True
101161_2021-10-18,101161,2021-10-18,2021-10-18,I,210,True
101162_2021-12-31,101162,2021-12-31,2021-12-31,V,202,True
101163_2024-01-02,101163,2024-01-02,2024-01-02,V,202,True
101164_2021-02-12,101164,2021-02-12,2021-02-12,V,202,True
101165_2021-01-05,101165,2021-01-05,2021-01-05,V,100,True
101166_2021-02-15,101166,2021-02-15,2021-02-15,V,101,True
101167_2021-01-11,101167,2021-01-11,2021-01-11,V,101,True
101168_2022-04-18,101168,2022-04-18,2022-04-18,V,100,True
101170_2025-05-05,101170,2025-05-05,2025-05-05,V,102,True
101172_2020-11-02,101172,2020-11-02,2020-11-02,V,102,True
101173_2022-03-16,101173,2022-03-16,2022-03-16,I,205,True
101174_2020-12-07,101174,2020-12-07,2020-12-07,V,100,True
101175_2020-10-18,101175,2020-10-18,2020-10-18,I,210,True
101176_2022-01-15,101176,2022-01-15,2022-01-15,V,101,True
101178_2020-10-05,101178,2020-10-05,2020-10-05,V,100,True
101179_2023-12-17,101179,2023-12-17,2023-12-17,V,101,True
101180_2021-02-02,101180,2021-02-02,2021-02-02,V,100,True
101182_2022-03-20,101182,2022-03-20,2022-03-20,V,102,True
101183_2024-10-23,101183,2024-10-23,2024-10-23,V,103,True
101184_2020-11-04,101184,2020-11-04,2020-11-04,V,103,True
101185_2024-07-20,101185,2024-07-20,2024-07-20,V,103,True
101186_2022-07-21,101186,2022-07-21,2022-07-21,I,200,True
101187_2021-10-04,101187,2021-10-04,2021-10-04,I,210,True
101191_2022-02-16,101191,2022-02-16,2022-02-16,I,200,True
101192_2021-06-29,101192,2021-06-29,2021-06-29,V,101,True
101193_2024-05-14,101193,2024-05-14,2024-05-14,I,205,True
101194_2026-01-18,101194,2026-01-18,2026-01-18,V,202,True
101197_2020-12-22,101197,2020-12-22,2020-12-22,I,201,True
101200_2025-05-08,101200,2025-05-08,2025-05-08,V,101,True
101201_2021-08-27,101201,2021-08-27,2021-08-27,V,100,True
101204_2020-11-05,101204,2020-11-05,2020-11-05,I,206,True
101208_2021-06-05,101208,2021-06-05,2021-06-05,V,100,True
101210_2021-08-31,101210,2021-08-31,2021-08-31,V,100,True
101211_2022-05-27,101211,2022-05-27,2022-05-27,V,100,True
101212_2021-11-27,101212,2021-11-27,2021-11-27,I,206,True
101213_2020-12-28,101213,2020-12-28,2020-12-28,V,100,True
101214_2022-11-08,101214,2022-11-08,2022-11-08,V,101,True
101215_2022-03-21,101215,2022-03-21,2022-03-21,I,201,True
101216_2020-11-20,101216,2020-11-20,2020-11-20,I,201,True
101218_2024-09-08,101218,2024-09-08,2024-09-08,V,102,True
101223_2024-04-27,101223,2024-04-27,2024-04-27,I,201,True
101225_2022-10-04,101225,2022-10-04,2022-10-04,V,101,True
101226_2021-11-03,101226,2021-11-03,2021-11-03,V,101,True
101229_2021-02-07,101229,2021-02-07,2021-02-07,I,207,True
101230_2020-11-16,101230,2020-11-16,2020-11-16,V,102,True
101231_2024-10-10,101231,2024-10-10,2024-10-10,V,100,True
101232_2021-08-29,101232,2021-08-29,2021-08-29,V,202,True
101233_2024-11-14,101233,2024-11-14,2024-11-14,V,100,True
101235_2021-05-25,101235,2021-05-25,2021-05-25,V,100,True
101236_2021-06-27,101236,2021-06-27,2021-06-27,I,205,True
101238_2021-06-04,101238,2021-06-04,2021-06-04,I,206,True
101239_2025-11-27,101239,2025-11-27,2025-11-27,I,205,True
101240_2021-07-26,101240,2021-07-26,2021-07-26,V,102,True
101242_2021-03-10,101242,2021-03-10,2021-03-10,I,200,True
101246_2021-04-28,101246,2021-04-28,2021-04-28,V,202,True
101248_2021-10-09,101248,2021-10-09,2021-10-09,I,200,True
101249_2020-11-30,101249,2020-11-30,2020-11-30,V,202,True
101250_2025-07-04,101250,2025-07-04,2025-07-04,V,100,True
101253_2020-12-14,101253,2020-12-14,2020-12-14,V,100,True
101255_2022-07-18,101255,2022-07-18,2022-07-18,I,205,True
101257_2022-01-17,101257,2022-01-17,2022-01-17,V,202,True
101259_2020-11-01,101259,2020-11-01,2020-11-01,V,100,True
101260_2021-11-12,101260,2021-11-12,2021-11-12,V,100,True
101261_2020-11-15,101261,2020-11-15,2020-11-15,I,207,True
101262_2024-01-02,101262,2024-01-02,2024-01-02,V,100,True
101263_2024-10-04,101263,2024-10-04,2024-10-04,V,202,True
101264_2021-07-20,101264,2021-07-20,2021-07-20,I,206,True
101265_2022-11-24,101265,2022-11-24,2022-11-24,I,207,True
101267_2023-09-13,101267,2023-09-13,2023-09-13,I,201,True
101269_2021-01-30,101269,2021-01-30,2021-01-30,V,101,True
101272_2021-06-30,101272,2021-06-30,2021-06-30,I,207,True
101273_2021-02-12,101273,2021-02-12,2021-02-12,V,202,True
101274_2021-03-05,101274,2021-03-05,2021-03-05,V,100,True
101276_2020-12-28,101276,2020-12-28,2020-12-28,V,101,True
101277_2021-07-19,101277,2021-07-19,2021-07-19,V,102,True
101280_2021-05-14,101280,2021-05-14,2021-05-14,V,101,True
101282_2021-08-07,101282,2021-08-07,2021-08-07,V,100,True
101283_2021-10-07,101283,2021-10-07,2021-10-07,I,201,True
101284_2025-05-24,101284,2025-05-24,2025-05-24,V,202,True
101287_2022-03-30,101287,2022-03-30,2022-03-30,I,200,True
101291_2020-12-18,101291,2020-12-18,2020-12-18,V,101,True
101292_2024-06-06,101292,2024-06-06,2024-06-06,V,202,True
101293_2021-10-03,101293,2021-10-03,2021-10-03,V,100,True
101294_2021-12-23,101294,2021-12-23,2021-12-23,I,200,True
101296_2021-11-15,101296,2021-11-15,2021-11-15,V,103,True
101297_2023-02-04,101297,2023-02-04,2023-02-04,V,100,True
101299_2023-03-06,101299,2023-03-06,2023-03-06,V,202,True
101300_2023-09-16,101300,2023-09-16,2023-09-16,I,206,True
101303_2021-03-04,101303,2021-03-04,2021-03-04,V,100,True
101305_2023-06-06,101305,2023-06-06,2023-06-06,V,202,True
101306_2022-07-28,101306,2022-07-28,2022-07-28,I,205,True
101307_2023-01-22,101307,2023-01-22,2023-01-22,V,100,True
101308_2021-05-13,101308,2021-05-13,2021-05-13,V,100,True
101310_2023-06-05,101310,2023-06-05,2023-06-05,V,100,True
101311_2022-02-08,101311,2022-02-08,2022-02-08,I,210,True
101312_2022-06-09,101312,2022-06-09,2022-06-09,I,205,True
101313_2021-02-15,101313,2021-02-15,2021-02-15,V,101,True
101314_2022-04-02,101314,2022-04-02,2022-04-02,I,205,True
101317_2021-12-22,101317,2021-12-22,2021-12-22,I,207,True
101319_2023-06-21,101319,2023-06-21,2023-06-21,I,200,True
