report_year,report_month,org_2_code,headcount,terminations,attrition_rate
2023,5,20,146,2,0.0136986301369863
2023,5,30,120,2,0.016666666666666666
2023,5,40,105,2,0.01904761904761905
2023,5,50,130,0,0.0
2023,5,60,130,0,0.0
2023,5,70,116,0,0.0
2023,5,80,111,0,0.0
2023,5,90,123,0,0.0
2023,6,10,134,1,0.007462686567164179
2023,6,100,121,1,0.008264462809917356
2023,6,110,118,4,0.03389830508474576
2023,6,120,129,2,0.015503875968992248
2023,6,20,150,1,0.006666666666666667
2023,6,30,120,4,0.03333333333333333
2023,6,40,109,0,0.0
2023,6,50,131,4,0.030534351145038167
2023,6,60,134,1,0.007462686567164179
2023,6,70,121,2,0.01652892561983471
2023,6,80,117,0,0.0
2023,6,90,126,1,0.007936507936507936
2023,7,10,135,0,0.0
2023,7,100,122,4,0.03278688524590164
2023,7,110,117,1,0.008547008547008548
2023,7,120,129,2,0.015503875968992248
2023,7,20,152,3,0.019736842105263157
2023,7,30,124,1,0.008064516129032258
2023,7,40,111,0,0.0
2023,7,50,131,1,0.007633587786259542
2023,7,60,134,1,0.007462686567164179
2023,7,70,120,0,0.0
2023,7,80,119,2,0.01680672268907563
2023,7,90,129,1,0.007751937984496124
2023,8,10,138,0,0.0
2023,8,100,120,0,0.0
2023,8,110,121,2,0.01652892561983471
2023,8,120,130,1,0.007692307692307693
2023,8,20,151,2,0.013245033112582781
2023,8,30,126,0,0.0
2023,8,40,115,2,0.017391304347826087
2023,8,50,133,1,0.007518796992481203
2023,8,60,134,2,0.014925373134328358
2023,8,70,123,1,0.008130081300813009
2023,8,80,117,6,0.05128205128205128
2023,8,90,128,2,0.015625
2023,9,10,145,1,0.006896551724137931
2023,9,100,125,3,0.024
2023,9,110,124,0,0.0
2023,9,120,134,2,0.014925373134328358
2023,9,20,156,2,0.01282051282051282
2023,9,30,128,6,0.046875
2023,9,40,118,2,0.01694915254237288
2023,9,50,134,2,0.014925373134328358
2023,9,60,134,2,0.014925373134328358
2023,9,70,126,3,0.023809523809523808
2023,9,80,114,0,0.0
2023,9,90,128,3,0.0234375
2023,10,10,149,2,0.013422818791946308
2023,10,100,124,0,0.0
2023,10,110,130,1,0.007692307692307693
2023,10,120,138,4,0.028985507246376812
2023,10,20,157,4,0.025477707006369428
2023,10,30,123,2,0.016260162601626018
2023,10,40,119,0,0.0
2023,10,50,136,0,0.0
2023,10,60,134,5,0.03731343283582089
2023,10,70,128,4,0.03125
2023,10,80,115,3,0.02608695652173913
2023,10,90,129,6,0.046511627906976744
2023,11,10,150,0,0.0
2023,11,100,128,1,0.0078125
2023,11,110,129,0,0.0
2023,11,120,136,2,0.014705882352941176
2023,11,20,154,1,0.006493506493506494
2023,11,30,125,2,0.016
2023,11,40,122,2,0.01639344262295082
2023,11,50,141,2,0.014184397163120567
2023,11,60,130,2,0.015384615384615385
2023,11,70,126,2,0.015873015873015872
2023,11,80,114,3,0.02631578947368421
2023,11,90,127,2,0.015748031496062992
2023,12,10,153,5,0.032679738562091505
2023,12,100,127,1,0.007874015748031496
2023,12,110,130,3,0.023076923076923078
2023,12,120,135,3,0.022222222222222223
2023,12,20,154,2,0.012987012987012988
2023,12,30,123,0,0.0
2023,12,40,121,1,0.008264462809917356
2023,12,50,141,2,0.014184397163120567
2023,12,60,129,3,0.023255813953488372
2023,12,70,126,4,0.031746031746031744
2023,12,80,112,0,0.0
2023,12,90,127,3,0.023622047244094488
2024,1,10,153,1,0.006535947712418301
2024,1,100,129,2,0.015503875968992248
2024,1,110,130,6,0.046153846153846156
2024,1,120,132,3,0.022727272727272728
2024,1,20,153,3,0.0196078431372549
2024,1,30,126,0,0.0
2024,1,40,121,4,0.03305785123966942
2024,1,50,141,2,0.014184397163120567
2024,1,60,132,2,0.015151515151515152
2024,1,70,125,0,0.0
2024,1,80,113,1,0.008849557522123894
2024,1,90,129,2,0.015503875968992248
2024,2,10,153,2,0.013071895424836602
2024,2,100,131,2,0.015267175572519083
2024,2,110,126,1,0.007936507936507936
2024,2,120,131,2,0.015267175572519083
2024,2,20,150,1,0.006666666666666667
2024,2,30,128,2,0.015625
2024,2,40,121,2,0.01652892561983471
2024,2,50,144,5,0.034722222222222224
2024,2,60,133,1,0.007518796992481203
2024,2,70,132,2,0.015151515151515152
2024,2,80,113,5,0.04424778761061947
2024,2,90,127,1,0.007874015748031496
2024,3,10,155,3,0.01935483870967742
2024,3,100,134,0,0.0
2024,3,110,129,1,0.007751937984496124
2024,3,120,132,4,0.030303030303030304
2024,3,20,153,2,0.013071895424836602
2024,3,30,127,2,0.015748031496062992
2024,3,40,121,1,0.008264462809917356
2024,3,50,142,3,0.02112676056338028
2024,3,60,135,1,0.007407407407407408
2024,3,70,134,1,0.007462686567164179
2024,3,80,112,1,0.008928571428571428
2024,3,90,131,0,0.0
2024,4,10,160,3,0.01875
2024,4,100,139,1,0.007194244604316547
2024,4,110,129,0,0.0
2024,4,120,129,4,0.031007751937984496
2024,4,20,156,0,0.0
2024,4,30,127,0,0.0
2024,4,40,124,3,0.024193548387096774
2024,4,50,145,1,0.006896551724137931
2024,4,60,136,1,0.007352941176470588
2024,4,70,137,3,0.021897810218978103
2024,4,80,116,0,0.0
2024,4,90,133,2,0.015037593984962405
2024,5,10,159,2,0.012578616352201259
2024,5,100,141,2,0.014184397163120567
2024,5,110,134,2,0.014925373134328358
2024,5,120,130,1,0.007692307692307693
2024,5,20,159,1,0.006289308176100629
2024,5,30,130,0,0.0
2024,5,40,128,1,0.0078125
2024,5,50,149,0,0.0
2024,5,60,139,5,0.03597122302158273
2024,5,70,139,1,0.007194244604316547
2024,5,80,119,3,0.025210084033613446
2024,5,90,135,0,0.0
2024,6,10,162,4,0.024691358024691357
2024,6,100,142,3,0.02112676056338028
2024,6,110,135,2,0.014814814814814815
2024,6,120,129,1,0.007751937984496124
2024,6,20,162,5,0.030864197530864196
2024,6,30,130,4,0.03076923076923077
2024,6,40,131,1,0.007633587786259542
2024,6,50,154,2,0.012987012987012988
2024,6,60,136,1,0.007352941176470588
2024,6,70,142,1,0.007042253521126761
2024,6,80,120,1,0.008333333333333333
2024,6,90,137,3,0.021897810218978103
2024,7,10,158,0,0.0
2024,7,100,139,2,0.014388489208633094
2024,7,110,135,1,0.007407407407407408
2024,7,120,132,2,0.015151515151515152
2024,7,20,160,2,0.0125
2024,7,30,129,2,0.015503875968992248
2024,7,40,136,3,0.022058823529411766
2024,7,50,155,1,0.0064516129032258064
2024,7,60,139,2,0.014388489208633094
2024,7,70,147,1,0.006802721088435374
2024,7,80,124,1,0.008064516129032258
2024,7,90,137,1,0.0072992700729927005
2024,8,10,159,1,0.006289308176100629
2024,8,100,141,2,0.014184397163120567
2024,8,110,136,1,0.007352941176470588
2024,8,120,131,1,0.007633587786259542
2024,8,20,162,4,0.024691358024691357
2024,8,30,131,3,0.022900763358778626
2024,8,40,134,0,0.0
2024,8,50,158,2,0.012658227848101266
2024,8,60,140,1,0.007142857142857143
2024,8,70,149,1,0.006711409395973154
2024,8,80,127,0,0.0
2024,8,90,139,1,0.007194244604316547
2024,9,10,162,2,0.012345679012345678
2024,9,100,142,6,0.04225352112676056
2024,9,110,137,1,0.0072992700729927005
2024,9,120,135,2,0.014814814814814815
2024,9,20,161,1,0.006211180124223602
2024,9,30,135,1,0.007407407407407408
2024,9,40,137,4,0.029197080291970802
2024,9,50,162,0,0.0
2024,9,60,142,4,0.028169014084507043
2024,9,70,148,2,0.013513513513513514
2024,9,80,135,5,0.037037037037037035
2024,9,90,146,1,0.00684931506849315
2024,10,10,161,0,0.0
2024,10,100,138,3,0.021739130434782608
2024,10,110,139,1,0.007194244604316547
2024,10,120,135,5,0.037037037037037035
2024,10,20,161,4,0.024844720496894408
2024,10,30,135,3,0.022222222222222223
2024,10,40,135,3,0.022222222222222223
2024,10,50,164,1,0.006097560975609756
2024,10,60,139,3,0.02158273381294964
2024,10,70,147,6,0.04081632653061224
2024,10,80,131,1,0.007633587786259542
2024,10,90,149,2,0.013422818791946308
2024,11,10,161,1,0.006211180124223602
2024,11,100,135,1,0.007407407407407408
2024,11,110,138,3,0.021739130434782608
2024,11,120,130,2,0.015384615384615385
2024,11,20,157,1,0.006369426751592357
2024,11,30,132,4,0.030303030303030304
2024,11,40,132,1,0.007575757575757576
2024,11,50,163,1,0.006134969325153374
2024,11,60,136,2,0.014705882352941176
2024,11,70,141,0,0.0
2024,11,80,130,2,0.015384615384615385
2024,11,90,147,0,0.0
2024,12,10,160,3,0.01875
2024,12,100,134,4,0.029850746268656716
2024,12,110,135,3,0.022222222222222223
2024,12,120,128,0,0.0
2024,12,20,156,2,0.01282051282051282
2024,12,30,128,1,0.0078125
2024,12,40,131,1,0.007633587786259542
2024,12,50,162,1,0.006172839506172839
2024,12,60,134,1,0.007462686567164179
2024,12,70,141,2,0.014184397163120567
2024,12,80,128,3,0.0234375
2024,12,90,147,1,0.006802721088435374
2025,1,10,157,3,0.01910828025477707
2025,1,100,130,1,0.007692307692307693
2025,1,110,132,3,0.022727272727272728
2025,1,120,128,1,0.0078125
2025,1,20,154,2,0.012987012987012988
2025,1,30,127,1,0.007874015748031496
2025,1,40,130,4,0.03076923076923077
2025,1,50,161,3,0.018633540372670808
2025,1,60,133,2,0.015037593984962405
2025,1,70,139,0,0.0
2025,1,80,125,2,0.016
2025,1,90,146,2,0.0136986301369863
2025,2,10,154,2,0.012987012987012988
2025,2,100,129,1,0.007751937984496124
2025,2,110,129,1,0.007751937984496124
2025,2,120,127,4,0.031496062992125984
2025,2,20,152,1,0.006578947368421052
2025,2,30,126,1,0.007936507936507936
2025,2,40,126,2,0.015873015873015872
2025,2,50,158,1,0.006329113924050633
2025,2,60,131,1,0.007633587786259542
2025,2,70,139,2,0.014388489208633094
2025,2,80,123,0,0.0
2025,2,90,144,1,0.006944444444444444
2025,3,10,152,2,0.013157894736842105
2025,3,100,128,2,0.015625
2025,3,110,128,2,0.015625
2025,3,120,123,2,0.016260162601626018
2025,3,20,151,1,0.006622516556291391
2025,3,30,125,5,0.04
2025,3,40,124,2,0.016129032258064516
2025,3,50,157,3,0.01910828025477707
2025,3,60,130,1,0.007692307692307693
2025,3,70,137,1,0.0072992700729927005
2025,3,80,123,2,0.016260162601626018
2025,3,90,143,2,0.013986013986013986
2025,4,10,150,4,0.02666666666666667
2025,4,100,126,1,0.007936507936507936
2025,4,110,126,2,0.015873015873015872
2025,4,120,121,2,0.01652892561983471
2025,4,20,150,2,0.013333333333333334
2025,4,30,120,2,0.016666666666666666
2025,4,40,122,2,0.01639344262295082
2025,4,50,154,3,0.01948051948051948
2025,4,60,129,3,0.023255813953488372
2025,4,70,136,4,0.029411764705882353
2025,4,80,121,0,0.0
2025,4,90,141,2,0.014184397163120567
2025,5,10,146,1,0.00684931506849315
2025,5,100,125,1,0.008
2025,5,110,124,1,0.008064516129032258
2025,5,120,119,2,0.01680672268907563
2025,5,20,148,1,0.006756756756756757
2025,5,30,118,1,0.00847457627118644
2025,5,40,120,2,0.016666666666666666
2025,5,50,151,3,0.019867549668874173
2025,5,60,126,2,0.015873015873015872
2025,5,70,132,1,0.007575757575757576
2025,5,80,121,1,0.008264462809917356
2025,5,90,139,1,0.007194244604316547
2025,6,10,145,1,0.006896551724137931
2025,6,100,124,2,0.016129032258064516
2025,6,110,123,1,0.008130081300813009
2025,6,120,117,1,0.008547008547008548
2025,6,20,147,2,0.013605442176870748
2025,6,30,117,0,0.0
2025,6,40,118,1,0.00847457627118644
2025,6,50,148,3,0.02027027027027027
2025,6,60,124,1,0.008064516129032258
2025,6,70,131,3,0.022900763358778626
2025,6,80,120,1,0.008333333333333333
2025,6,90,138,3,0.021739130434782608
2025,7,10,144,4,0.027777777777777776
2025,7,100,122,1,0.00819672131147541
2025,7,110,122,1,0.00819672131147541
2025,7,120,116,3,0.02586206896551724
2025,7,20,145,0,0.0
2025,7,30,117,0,0.0
2025,7,40,117,1,0.008547008547008548
2025,7,50,145,3,0.020689655172413793
2025,7,60,123,2,0.016260162601626018
2025,7,70,128,1,0.0078125
2025,7,80,119,2,0.01680672268907563
2025,7,90,135,1,0.007407407407407408
2025,8,10,140,0,0.0
2025,8,100,121,2,0.01652892561983471
2025,8,110,121,1,0.008264462809917356
2025,8,120,113,0,0.0
2025,8,20,145,0,0.0
2025,8,30,117,1,0.008547008547008548
2025,8,40,116,2,0.017241379310344827
2025,8,50,142,1,0.007042253521126761
2025,8,60,121,2,0.01652892561983471
2025,8,70,127,2,0.015748031496062992
2025,8,80,117,2,0.017094017094017096
2025,8,90,134,1,0.007462686567164179
2025,9,10,140,0,0.0
2025,9,100,119,2,0.01680672268907563
2025,9,110,120,1,0.008333333333333333
2025,9,120,113,2,0.017699115044247787
2025,9,20,145,3,0.020689655172413793
2025,9,30,116,0,0.0
2025,9,40,114,0,0.0
2025,9,50,141,4,0.028368794326241134
2025,9,60,119,0,0.0
2025,9,70,125,0,0.0
2025,9,80,116,0,0.0
2025,9,90,133,0,0.0
2025,10,10,140,0,0.0
2025,10,100,117,1,0.008547008547008548
2025,10,110,119,1,0.008403361344537815
2025,10,120,111,4,0.036036036036036036
2025,10,20,142,1,0.007042253521126761
2025,10,30,116,0,0.0
2025,10,40,114,3,0.02631578947368421
2025,10,50,137,2,0.014598540145985401
2025,10,60,119,2,0.01680672268907563
2025,10,70,125,5,0.04
2025,10,80,116,1,0.008620689655172414
2025,10,90,133,2,0.015037593984962405
2025,11,10,140,2,0.014285714285714285
2025,11,100,116,2,0.017241379310344827
2025,11,110,118,2,0.01694915254237288
2025,11,120,107,1,0.009345794392523364
2025,11,20,141,0,0.0
2025,11,30,116,1,0.008620689655172414
2025,11,40,111,0,0.0
2025,11,50,135,0,0.0
2025,11,60,117,2,0.017094017094017096
2025,11,70,120,1,0.008333333333333333
2025,11,80,115,0,0.0
2025,11,90,131,1,0.007633587786259542
2025,12,10,138,3,0.021739130434782608
2025,12,100,114,1,0.008771929824561403
2025,12,110,116,0,0.0
2025,12,120,106,1,0.009433962264150943
2025,12,20,141,1,0.0070921985815602835
2025,12,30,115,1,0.008695652173913044
2025,12,40,111,0,0.0
2025,12,50,135,1,0.007407407407407408
2025,12,60,115,0,0.0
2025,12,70,119,1,0.008403361344537815
2025,12,80,115,0,0.0
2025,12,90,130,2,0.015384615384615385
2026,1,10,135,2,0.014814814814814815
2026,1,100,113,0,0.0
2026,1,110,116,1,0.008620689655172414
2026,1,120,105,1,0.009523809523809525
2026,1,20,140,1,0.007142857142857143
2026,1,30,114,2,0.017543859649122806
2026,1,40,111,0,0.0
2026,1,50,134,2,0.014925373134328358
2026,1,60,115,0,0.0
2026,1,70,118,2,0.01694915254237288
2026,1,80,115,2,0.017391304347826087
2026,1,90,128,3,0.0234375
