employee_number,transaction_date,effective_date,employee_status_code,employee_type_code,fullpart_time_code,scheduled_fte,job_code,job_family_code,company_code,location_code,org_1_code,org_2_code,last_hire_date,seniority_date,date_in_job,termination_date,termination_reason_code,termination_type_code,salaryhourly_code,earning_group_code,pay_group_code,supervisor_employee_number,orglvl1reportcategory
100157,2018-05-04,2018-05-04,A,RFT,F,1.0,80ANL4,ANLYT,PRMRE,118,190,40,2018-05-04,2018-05-04,2018-05-04,,,,S,EG05,PG02,,Operations
100157,2019-10-19,2019-10-19,T,RFT,F,1.0,80ANL4,ANLYT,PRMRE,118,190,40,2018-05-04,2018-05-04,2018-05-04,2019-10-19,100,V,S,EG05,PG02,,Operations
100158,2018-05-04,2018-05-04,A,RFT,F,1.0,13CSR1,CSR,ALPNC,116,60,50,2018-05-04,2018-05-04,2018-05-04,,,,S,EG01,PG03,102529.0,Operations
100158,2018-09-05,2018-09-05,T,RFT,F,1.0,13CSR1,CSR,ALPNC,116,60,50,2018-05-04,2018-05-04,2018-05-04,2018-09-05,101,V,S,EG01,PG03,102529.0,Operations
100159,2018-05-04,2018-05-04,A,CON,F,1.0,15CSR3,CSR,ALPNC,116,120,70,2018-05-04,2018-05-04,2018-05-04,,,,S,EG10,PG03,101531.0,Operations
100159,2019-05-04,2019-05-04,T,CON,F,1.0,15CSR3,CSR,ALPNC,116,120,70,2018-05-04,2018-05-04,2018-05-04,2019-05-04,100,V,S,EG10,PG03,101531.0,Operations
100160,2018-05-04,2018-05-04,A,RFT,F,1.0,33IT2,IT,NRTHP,120,210,120,2018-05-04,2018-05-04,2018-05-04,,,,H,EG09,PG05,,Operations
100160,2022-09-13,2022-09-13,A,RFT,F,1.0,56TRD2,TRD,NRTHP,120,210,120,2018-05-04,2018-05-04,2022-09-13,,,,H,EG02,PG05,,Operations
100160,2024-10-19,2024-10-19,T,RFT,F,1.0,56TRD2,TRD,NRTHP,120,210,120,2018-05-04,2018-05-04,2022-09-13,2024-10-19,103,V,H,EG02,PG05,,Operations
100161,2018-05-04,2018-05-04,A,RFT,F,1.0,68TEC4,TECH,WSTMF,107,180,110,2018-05-04,2018-05-04,2018-05-04,,,,S,EG06,PG03,,Operations
100161,2021-06-06,2021-06-06,A,RFT,F,1.0,69TEC5,TECH,WSTMF,107,180,110,2018-05-04,2018-05-04,2021-06-06,,,,S,EG02,PG03,,Operations
100162,2018-05-04,2018-05-04,A,RFT,F,1.0,32IT1,IT,NRTHP,120,50,20,2018-05-04,2018-05-04,2018-05-04,,,,H,EG03,PG05,,Operations
100162,2018-06-15,2018-06-15,L,RFT,F,1.0,32IT1,IT,NRTHP,120,50,20,2018-05-04,2018-05-04,2018-05-04,,,,H,EG03,PG05,,Operations
100162,2018-07-17,2018-07-17,A,RFT,F,1.0,32IT1,IT,NRTHP,120,50,20,2018-05-04,2018-05-04,2018-05-04,,,,H,EG03,PG05,,Operations
100162,2020-02-11,2020-02-11,T,RFT,F,1.0,32IT1,IT,NRTHP,120,50,20,2018-05-04,2018-05-04,2018-05-04,2020-02-11,200,I,H,EG03,PG05,,Operations
100163,2018-05-08,2018-05-08,A,RFT,F,1.0,13CSR1,CSR,PRMRE,121,150,40,2018-05-08,2018-05-08,2018-05-08,,,,H,EG01,PG02,101583.0,Operations
100163,2018-06-11,2018-06-11,T,RFT,F,1.0,13CSR1,CSR,PRMRE,121,150,40,2018-05-08,2018-05-08,2018-05-08,2018-06-11,102,V,H,EG01,PG02,101583.0,Operations
100164,2018-05-09,2018-05-09,A,RPT,F,0.79,66TEC2,TECH,ALPNC,112,40,110,2018-05-09,2018-05-09,2018-05-09,,,,H,EG04,PG03,,Operations
100164,2023-06-16,2023-06-16,A,RPT,F,0.79,67TEC3,TECH,ALPNC,112,40,110,2018-05-09,2018-05-09,2023-06-16,,,,H,EG10,PG03,,Operations
100164,2024-07-11,2024-07-11,L,RPT,F,0.79,67TEC3,TECH,ALPNC,112,40,110,2018-05-09,2018-05-09,2023-06-16,,,,H,EG10,PG03,,Operations
100164,2024-11-17,2024-11-17,A,RPT,F,0.79,67TEC3,TECH,ALPNC,112,40,110,2018-05-09,2018-05-09,2023-06-16,,,,H,EG10,PG03,,Operations
100164,2025-11-07,2025-11-07,A,RPT,F,0.79,68TEC4,TECH,ALPNC,112,40,110,2018-05-09,2018-05-09,2025-11-07,,,,H,EG06,PG03,,Operations
100165,2018-05-09,2018-05-09,A,RFT,F,1.0,48OPS1,OPS,NRTHP,116,200,70,2018-05-09,2018-05-09,2018-05-09,,,,H,EG03,PG05,102378.0,Operations
100165,2018-11-27,2018-11-27,A,RFT,F,1.0,49OPS2,OPS,NRTHP,116,200,70,2018-05-09,2018-05-09,2018-11-27,,,,H,EG05,PG05,102378.0,Operations
100166,2018-05-09,2018-05-09,A,RFT,F,1.0,79ANL3,ANLYT,PRMRE,100,250,120,2018-05-09,2018-05-09,2018-05-09,,,,S,EG10,PG02,102201.0,Operations
100166,2020-04-06,2020-04-06,A,RFT,F,1.0,36IT3,IT,PRMRE,100,250,120,2018-05-09,2018-05-09,2020-04-06,,,,S,EG07,PG02,102201.0,Operations
100166,2022-05-09,2022-05-09,A,RFT,F,1.0,37IT4,IT,PRMRE,100,250,120,2018-05-09,2018-05-09,2022-05-09,,,,S,EG04,PG02,102201.0,Operations
100166,2023-03-10,2023-03-10,A,RFT,F,1.0,38IT5,IT,PRMRE,100,250,120,2018-05-09,2018-05-09,2023-03-10,,,,S,EG02,PG02,102201.0,Operations
100166,2023-07-15,2023-07-15,T,RFT,F,1.0,38IT5,IT,PRMRE,100,250,120,2018-05-09,2018-05-09,2023-03-10,2023-07-15,100,V,S,EG02,PG02,102201.0,Operations
100167,2018-05-10,2018-05-10,A,RFT,F,1.0,32IT1,IT,PRMRE,117,100,30,2018-05-10,2018-05-10,2018-05-10,,,,S,EG03,PG02,101032.0,Operations
100167,2021-10-16,2021-10-16,A,RFT,F,1.0,34IT2,IT,PRMRE,117,100,30,2018-05-10,2018-05-10,2021-10-16,,,,S,EG08,PG02,101032.0,Operations
100167,2023-03-17,2023-03-17,A,RFT,F,1.0,35IT3,IT,PRMRE,117,100,30,2018-05-10,2018-05-10,2023-03-17,,,,S,EG08,PG02,101032.0,Operations
100167,2025-04-14,2025-04-14,A,RFT,F,1.0,37IT4,IT,PRMRE,117,100,30,2018-05-10,2018-05-10,2025-04-14,,,,S,EG04,PG02,101032.0,Operations
100168,2018-05-11,2018-05-11,A,RFT,F,1.0,41SAL1,SALES,WSTMF,113,30,50,2018-05-11,2018-05-11,2018-05-11,,,,H,EG08,PG03,,Operations
100168,2019-12-01,2019-12-01,A,RFT,F,1.0,42SAL2,SALES,WSTMF,113,30,50,2018-05-11,2018-05-11,2019-12-01,,,,H,EG10,PG03,,Operations
100168,2024-02-14,2024-02-14,T,RFT,F,1.0,42SAL2,SALES,WSTMF,113,30,50,2018-05-11,2018-05-11,2019-12-01,2024-02-14,200,I,H,EG10,PG03,,Operations
100169,2018-05-11,2018-05-11,A,CON,F,1.0,72MKT3,MKTG,PRMRE,116,180,90,2018-05-11,2018-05-11,2018-05-11,,,,S,EG09,PG02,101899.0,Operations
100169,2019-03-18,2019-03-18,L,CON,F,1.0,72MKT3,MKTG,PRMRE,116,180,90,2018-05-11,2018-05-11,2018-05-11,,,,S,EG09,PG02,101899.0,Operations
100169,2019-07-12,2019-07-12,A,CON,F,1.0,72MKT3,MKTG,PRMRE,116,180,90,2018-05-11,2018-05-11,2018-05-11,,,,S,EG09,PG02,101899.0,Operations
100169,2020-01-14,2020-01-14,T,CON,F,1.0,72MKT3,MKTG,PRMRE,116,180,90,2018-05-11,2018-05-11,2018-05-11,2020-01-14,100,V,S,EG09,PG02,101899.0,Operations
100170,2018-05-11,2018-05-11,A,RPT,P,0.67,03ADM3,ADMIN,PRMRE,122,120,10,2018-05-11,2018-05-11,2018-05-11,,,,S,EG07,PG02,,Operations
100170,2018-07-13,2018-07-13,A,RPT,P,0.67,04ADM4,ADMIN,PRMRE,122,120,10,2018-05-11,2018-05-11,2018-07-13,,,,S,EG06,PG02,,Operations
100170,2019-12-17,2019-12-17,A,RPT,P,0.67,45SAL5,SALES,PRMRE,122,120,10,2018-05-11,2018-05-11,2019-12-17,,,,S,EG06,PG02,,Operations
100170,2021-08-06,2021-08-06,A,RPT,P,0.67,22ENG5,ENGR,PRMRE,122,120,10,2018-05-11,2018-05-11,2021-08-06,,,,S,EG08,PG02,,Operations
100171,2018-05-14,2018-05-14,A,CON,F,1.0,71MKT2,MKTG,WSTMF,124,140,100,2018-05-14,2018-05-14,2018-05-14,,,,H,EG10,PG03,100787.0,Operations
100171,2019-08-16,2019-08-16,A,CON,F,1.0,42SAL2,SALES,WSTMF,124,140,100,2018-05-14,2018-05-14,2019-08-16,,,,H,EG10,PG03,100787.0,Operations
100171,2021-09-18,2021-09-18,A,CON,F,1.0,26HR2,HR,WSTMF,124,140,100,2018-05-14,2018-05-14,2021-09-18,,,,H,EG03,PG03,100787.0,Operations
100172,2018-05-14,2018-05-14,A,RFT,F,1.0,02ADM2,ADMIN,PRMRE,102,100,80,2018-05-14,2018-05-14,2018-05-14,,,,H,EG04,PG02,100763.0,Operations
100172,2024-11-08,2024-11-08,T,RFT,F,1.0,02ADM2,ADMIN,PRMRE,102,100,80,2018-05-14,2018-05-14,2018-05-14,2024-11-08,102,V,H,EG04,PG02,100763.0,Operations
100173,2018-05-15,2018-05-15,A,RFT,F,1.0,56TRD2,TRD,ALPNC,104,230,40,2018-05-15,2018-05-15,2018-05-15,,,,H,EG02,PG03,101952.0,Operations
100173,2019-06-04,2019-06-04,A,RFT,F,1.0,89PRO2,PROJ,ALPNC,104,230,40,2018-05-15,2018-05-15,2019-06-04,,,,H,EG06,PG03,101952.0,Operations
100173,2021-08-02,2021-08-02,T,RFT,F,1.0,89PRO2,PROJ,ALPNC,104,230,40,2018-05-15,2018-05-15,2019-06-04,2021-08-02,202,V,H,EG06,PG03,101952.0,Operations
100174,2018-05-15,2018-05-15,A,RFT,F,1.0,56TRD2,TRD,PRMRE,124,230,60,2018-05-15,2018-05-15,2018-05-15,,,,H,EG02,PG02,102542.0,Operations
100174,2020-07-18,2020-07-18,T,RFT,F,1.0,56TRD2,TRD,PRMRE,124,230,60,2018-05-15,2018-05-15,2018-05-15,2020-07-18,100,V,H,EG02,PG02,102542.0,Operations
100175,2018-05-16,2018-05-16,A,TAW,F,1.0,32IT1,IT,PRMRE,116,230,110,2018-05-16,2018-05-16,2018-05-16,,,,H,EG03,PG02,100181.0,Operations
100175,2020-03-04,2020-03-04,T,TAW,F,1.0,32IT1,IT,PRMRE,116,230,110,2018-05-16,2018-05-16,2018-05-16,2020-03-04,102,V,H,EG03,PG02,100181.0,Operations
100176,2018-05-17,2018-05-17,A,CON,F,1.0,01ADM1,ADMIN,ALPNC,112,160,120,2018-05-17,2018-05-17,2018-05-17,,,,H,EG05,PG03,100151.0,Operations
100176,2019-09-03,2019-09-03,A,CON,F,1.0,77ANL1,ANLYT,ALPNC,112,160,120,2018-05-17,2018-05-17,2019-09-03,,,,H,EG04,PG03,100151.0,Operations
100176,2021-06-14,2021-06-14,T,CON,F,1.0,77ANL1,ANLYT,ALPNC,112,160,120,2018-05-17,2018-05-17,2019-09-03,2021-06-14,100,V,H,EG04,PG03,100151.0,Operations
100177,2018-05-17,2018-05-17,A,TFT,F,1.0,32IT1,IT,WSTMF,104,210,20,2018-05-17,2018-05-17,2018-05-17,,,,H,EG03,PG03,,Operations
100177,2018-10-13,2018-10-13,T,TFT,F,1.0,32IT1,IT,WSTMF,104,210,20,2018-05-17,2018-05-17,2018-05-17,2018-10-13,103,V,H,EG03,PG03,,Operations
100178,2018-05-17,2018-05-17,A,RFT,F,1.0,42SAL2,SALES,WSTMF,106,150,100,2018-05-17,2018-05-17,2018-05-17,,,,S,EG10,PG03,,Operations
100178,2019-12-18,2019-12-18,L,RFT,F,1.0,42SAL2,SALES,WSTMF,106,150,100,2018-05-17,2018-05-17,2018-05-17,,,,S,EG10,PG03,,Operations
100178,2020-03-26,2020-03-26,A,RFT,F,1.0,42SAL2,SALES,WSTMF,106,150,100,2018-05-17,2018-05-17,2018-05-17,,,,S,EG10,PG03,,Operations
100178,2020-06-12,2020-06-12,A,RFT,F,1.0,43SAL3,SALES,WSTMF,106,150,100,2018-05-17,2018-05-17,2020-06-12,,,,S,EG10,PG03,,Operations
100178,2021-06-08,2021-06-08,T,RFT,F,1.0,43SAL3,SALES,WSTMF,106,150,100,2018-05-17,2018-05-17,2020-06-12,2021-06-08,100,V,S,EG10,PG03,,Operations
100179,2018-05-18,2018-05-18,A,RPT,P,0.74,03ADM3,ADMIN,ALPNC,119,240,80,2018-05-18,2018-05-18,2018-05-18,,,,S,EG07,PG03,,Operations
100179,2021-02-11,2021-02-11,L,RPT,P,0.74,03ADM3,ADMIN,ALPNC,119,240,80,2018-05-18,2018-05-18,2018-05-18,,,,S,EG07,PG03,,Operations
100179,2021-07-25,2021-07-25,A,RPT,P,0.74,03ADM3,ADMIN,ALPNC,119,240,80,2018-05-18,2018-05-18,2018-05-18,,,,S,EG07,PG03,,Operations
100179,2022-02-28,2022-02-28,L,RPT,P,0.74,03ADM3,ADMIN,ALPNC,119,240,80,2018-05-18,2018-05-18,2018-05-18,,,,S,EG07,PG03,,Operations
100179,2022-05-10,2022-05-10,A,RPT,P,0.74,03ADM3,ADMIN,ALPNC,119,240,80,2018-05-18,2018-05-18,2018-05-18,,,,S,EG07,PG03,,Operations
100179,2024-07-24,2024-07-24,A,RPT,P,0.74,04ADM4,ADMIN,ALPNC,119,240,80,2018-05-18,2018-05-18,2024-07-24,,,,S,EG06,PG03,,Operations
100180,2018-05-18,2018-05-18,A,RFT,F,1.0,05ACC1,ACCTG,NRTHP,104,50,10,2018-05-18,2018-05-18,2018-05-18,,,,S,EG05,PG05,102316.0,Operations
100180,2018-05-26,2018-05-26,T,RFT,F,1.0,05ACC1,ACCTG,NRTHP,104,50,10,2018-05-18,2018-05-18,2018-05-18,2018-05-26,100,V,S,EG05,PG05,102316.0,Operations
100181,2018-05-18,2018-05-18,A,RFT,F,1.0,15CSR3,CSR,PRMRE,116,230,100,2018-05-18,2018-05-18,2018-05-18,,,,S,EG10,PG02,,Operations
100181,2018-08-28,2018-08-28,A,RFT,F,1.0,16CSR4,CSR,PRMRE,116,230,100,2018-05-18,2018-05-18,2018-08-28,,,,S,EG10,PG02,,Operations
100181,2021-03-21,2021-03-21,A,RFT,F,1.0,17CSR5,CSR,PRMRE,116,230,100,2018-05-18,2018-05-18,2021-03-21,,,,S,EG07,PG02,,Operations
100182,2018-05-18,2018-05-18,A,RFT,F,1.0,57TRD3,TRD,NRTHP,109,80,50,2018-05-18,2018-05-18,2018-05-18,,,,S,EG02,PG05,,Operations
100182,2019-05-30,2019-05-30,T,RFT,F,1.0,57TRD3,TRD,NRTHP,109,80,50,2018-05-18,2018-05-18,2018-05-18,2019-05-30,100,V,S,EG02,PG05,,Operations
100183,2018-05-21,2018-05-21,A,RFT,F,1.0,94LEG2,LEGAL,ALPNC,124,90,10,2018-05-21,2018-05-21,2018-05-21,,,,H,EG02,PG03,100652.0,Operations
100183,2019-03-22,2019-03-22,A,RFT,F,1.0,95LEG3,LEGAL,ALPNC,124,90,10,2018-05-21,2018-05-21,2019-03-22,,,,H,EG05,PG03,100652.0,Operations
100183,2021-12-15,2021-12-15,A,RFT,F,1.0,96LEG4,LEGAL,ALPNC,124,90,10,2018-05-21,2018-05-21,2021-12-15,,,,H,EG10,PG03,100652.0,Operations
100183,2025-08-28,2025-08-28,A,RFT,F,1.0,68TEC4,TECH,ALPNC,124,90,10,2018-05-21,2018-05-21,2025-08-28,,,,H,EG06,PG03,100652.0,Operations
100184,2018-05-21,2018-05-21,A,RFT,F,1.0,20ENG3,ENGR,WSTMF,102,80,70,2018-05-21,2018-05-21,2018-05-21,,,,S,EG03,PG03,100620.0,Operations
100184,2018-08-30,2018-08-30,L,RFT,F,1.0,20ENG3,ENGR,WSTMF,102,80,70,2018-05-21,2018-05-21,2018-05-21,,,,S,EG03,PG03,100620.0,Operations
100184,2018-12-20,2018-12-20,A,RFT,F,1.0,20ENG3,ENGR,WSTMF,102,80,70,2018-05-21,2018-05-21,2018-05-21,,,,S,EG03,PG03,100620.0,Operations
100184,2021-09-22,2021-09-22,A,RFT,F,1.0,21ENG4,ENGR,WSTMF,102,80,70,2018-05-21,2018-05-21,2021-09-22,,,,S,EG06,PG03,100620.0,Operations
100184,2024-01-21,2024-01-21,A,RFT,F,1.0,22ENG5,ENGR,WSTMF,102,80,70,2018-05-21,2018-05-21,2024-01-21,,,,S,EG08,PG03,100620.0,Operations
100185,2018-05-22,2018-05-22,A,RFT,F,1.0,32IT1,IT,NRTHP,112,240,120,2018-05-22,2018-05-22,2018-05-22,,,,H,EG03,PG05,,Operations
100185,2022-01-22,2022-01-22,T,RFT,F,1.0,32IT1,IT,NRTHP,112,240,120,2018-05-22,2018-05-22,2018-05-22,2022-01-22,200,I,H,EG03,PG05,,Operations
100186,2018-05-22,2018-05-22,A,RFT,F,1.0,05ACC1,ACCTG,PRMRE,100,120,60,2018-05-22,2018-05-22,2018-05-22,,,,H,EG05,PG02,102980.0,Operations
100187,2018-05-22,2018-05-22,A,RFT,F,1.0,56TRD2,TRD,WSTMF,111,150,40,2018-05-22,2018-05-22,2018-05-22,,,,H,EG02,PG03,,Operations
100187,2019-03-24,2019-03-24,T,RFT,F,1.0,56TRD2,TRD,WSTMF,111,150,40,2018-05-22,2018-05-22,2018-05-22,2019-03-24,207,I,H,EG02,PG03,,Operations
100188,2018-05-24,2018-05-24,A,RFT,F,1.0,41SAL1,SALES,ALPNC,112,30,20,2018-05-24,2018-05-24,2018-05-24,,,,H,EG08,PG03,,Operations
100188,2020-05-16,2020-05-16,A,RFT,F,1.0,18ENG1,ENGR,ALPNC,112,30,20,2018-05-24,2018-05-24,2020-05-16,,,,H,EG08,PG03,,Operations
100189,2018-05-24,2018-05-24,A,RPT,P,0.74,95LEG3,LEGAL,WSTMF,104,120,40,2018-05-24,2018-05-24,2018-05-24,,,,S,EG05,PG03,,Operations
100189,2019-01-23,2019-01-23,A,RPT,P,0.74,96LEG4,LEGAL,WSTMF,104,120,40,2018-05-24,2018-05-24,2019-01-23,,,,S,EG10,PG03,,Operations
100189,2021-01-25,2021-01-25,T,RPT,P,0.74,96LEG4,LEGAL,WSTMF,104,120,40,2018-05-24,2018-05-24,2019-01-23,2021-01-25,100,V,S,EG10,PG03,,Operations
100190,2018-05-24,2018-05-24,A,RFT,F,1.0,43SAL3,SALES,WSTMF,122,120,80,2018-05-24,2018-05-24,2018-05-24,,,,S,EG10,PG03,,Operations
100190,2020-02-22,2020-02-22,A,RFT,F,1.0,44SAL4,SALES,WSTMF,122,120,80,2018-05-24,2018-05-24,2020-02-22,,,,S,EG09,PG03,,Operations
100190,2021-10-09,2021-10-09,T,RFT,F,1.0,44SAL4,SALES,WSTMF,122,120,80,2018-05-24,2018-05-24,2020-02-22,2021-10-09,207,I,S,EG09,PG03,,Operations
100191,2018-05-25,2018-05-25,A,RFT,F,1.0,55TRD1,TRD,PRMRE,122,170,110,2018-05-25,2018-05-25,2018-05-25,,,,H,EG04,PG02,100623.0,Operations
100192,2018-05-25,2018-05-25,A,RFT,F,1.0,43SAL3,SALES,NRTHP,112,230,70,2018-05-25,2018-05-25,2018-05-25,,,,S,EG10,PG05,,Operations
100192,2019-02-13,2019-02-13,T,RFT,F,1.0,43SAL3,SALES,NRTHP,112,230,70,2018-05-25,2018-05-25,2018-05-25,2019-02-13,100,V,S,EG10,PG05,,Operations
100193,2018-05-25,2018-05-25,A,TAW,F,1.0,13CSR1,CSR,ALPNC,124,100,50,2018-05-25,2018-05-25,2018-05-25,,,,S,EG01,PG03,102781.0,Operations
100193,2021-03-16,2021-03-16,A,TAW,F,1.0,70MKT1,MKTG,ALPNC,124,100,50,2018-05-25,2018-05-25,2021-03-16,,,,S,EG04,PG03,102781.0,Operations
100193,2025-08-22,2025-08-22,A,TAW,F,1.0,71MKT2,MKTG,ALPNC,124,100,50,2018-05-25,2018-05-25,2025-08-22,,,,S,EG10,PG03,102781.0,Operations
100194,2018-05-25,2018-05-25,A,RFT,F,1.0,20ENG3,ENGR,NRTHP,113,220,60,2018-05-25,2018-05-25,2018-05-25,,,,S,EG03,PG05,102968.0,Operations
100194,2020-03-14,2020-03-14,A,RFT,F,1.0,21ENG4,ENGR,NRTHP,113,220,60,2018-05-25,2018-05-25,2020-03-14,,,,S,EG06,PG05,102968.0,Operations
100194,2024-07-04,2024-07-04,A,RFT,F,1.0,22ENG5,ENGR,NRTHP,113,220,60,2018-05-25,2018-05-25,2024-07-04,,,,S,EG08,PG05,102968.0,Operations
100195,2018-05-25,2018-05-25,A,RPT,F,0.8,49OPS2,OPS,NRTHP,112,120,30,2018-05-25,2018-05-25,2018-05-25,,,,H,EG05,PG05,101486.0,Operations
100195,2019-06-11,2019-06-11,A,RPT,F,0.8,50OPS3,OPS,NRTHP,112,120,30,2018-05-25,2018-05-25,2019-06-11,,,,H,EG06,PG05,101486.0,Operations
100195,2023-01-30,2023-01-30,A,RPT,F,0.8,51OPS4,OPS,NRTHP,112,120,30,2018-05-25,2018-05-25,2023-01-30,,,,H,EG07,PG05,101486.0,Operations
100196,2018-05-28,2018-05-28,A,RFT,F,1.0,25HR1,HR,ALPNC,119,140,90,2018-05-28,2018-05-28,2018-05-28,,,,H,EG10,PG03,102516.0,Operations
100196,2023-01-05,2023-01-05,T,RFT,F,1.0,25HR1,HR,ALPNC,119,140,90,2018-05-28,2018-05-28,2018-05-28,2023-01-05,205,I,H,EG10,PG03,102516.0,Operations
100197,2018-05-28,2018-05-28,A,RFT,F,1.0,01ADM1,ADMIN,PRMRE,117,210,50,2018-05-28,2018-05-28,2018-05-28,,,,S,EG05,PG02,100414.0,Operations
100197,2018-12-05,2018-12-05,T,RFT,F,1.0,01ADM1,ADMIN,PRMRE,117,210,50,2018-05-28,2018-05-28,2018-05-28,2018-12-05,100,V,S,EG05,PG02,100414.0,Operations
100198,2018-06-01,2018-06-01,A,RPT,F,0.78,18ENG1,ENGR,PRMRE,115,170,50,2018-06-01,2018-06-01,2018-06-01,,,,H,EG08,PG02,102467.0,Operations
100198,2018-12-09,2018-12-09,A,RPT,F,0.78,19ENG2,ENGR,PRMRE,115,170,50,2018-06-01,2018-06-01,2018-12-09,,,,H,EG01,PG02,102467.0,Operations
100199,2018-06-01,2018-06-01,A,RFT,F,1.0,34IT2,IT,NRTHP,115,170,70,2018-06-01,2018-06-01,2018-06-01,,,,H,EG08,PG05,102467.0,Operations
100199,2021-02-20,2021-02-20,T,RFT,F,1.0,34IT2,IT,NRTHP,115,170,70,2018-06-01,2018-06-01,2018-06-01,2021-02-20,100,V,H,EG08,PG05,102467.0,Operations
100200,2018-06-01,2018-06-01,A,CON,F,1.0,66TEC2,TECH,WSTMF,106,60,10,2018-06-01,2018-06-01,2018-06-01,,,,H,EG04,PG03,,Operations
100200,2020-07-27,2020-07-27,T,CON,F,1.0,66TEC2,TECH,WSTMF,106,60,10,2018-06-01,2018-06-01,2018-06-01,2020-07-27,100,V,H,EG04,PG03,,Operations
100201,2018-06-01,2018-06-01,A,RFT,F,1.0,35IT3,IT,NRTHP,118,40,70,2018-06-01,2018-06-01,2018-06-01,,,,S,EG08,PG05,102377.0,Operations
100201,2018-06-25,2018-06-25,T,RFT,F,1.0,35IT3,IT,NRTHP,118,40,70,2018-06-01,2018-06-01,2018-06-01,2018-06-25,207,I,S,EG08,PG05,102377.0,Operations
100202,2018-06-01,2018-06-01,A,RPT,P,0.58,60WHS1,WHSE,NRTHP,122,240,60,2018-06-01,2018-06-01,2018-06-01,,,,H,EG06,PG05,102139.0,Operations
100202,2024-11-03,2024-11-03,A,RPT,P,0.58,61WHS2,WHSE,NRTHP,122,240,60,2018-06-01,2018-06-01,2024-11-03,,,,H,EG01,PG05,102139.0,Operations
100203,2018-06-01,2018-06-01,A,RPT,P,0.44,05ACC1,ACCTG,PRMRE,116,120,20,2018-06-01,2018-06-01,2018-06-01,,,,S,EG05,PG02,101531.0,Operations
100203,2020-01-28,2020-01-28,T,RPT,P,0.44,05ACC1,ACCTG,PRMRE,116,120,20,2018-06-01,2018-06-01,2018-06-01,2020-01-28,205,I,S,EG05,PG02,101531.0,Operations
100204,2018-06-04,2018-06-04,A,RFT,F,1.0,57TRD3,TRD,ALPNC,116,200,20,2018-06-04,2018-06-04,2018-06-04,,,,S,EG02,PG03,,Operations
100205,2018-06-04,2018-06-04,A,RFT,F,1.0,90PRO3,PROJ,ALPNC,100,80,70,2018-06-04,2018-06-04,2018-06-04,,,,S,EG04,PG03,,Operations
100205,2025-06-05,2025-06-05,A,RFT,F,1.0,91PRO4,PROJ,ALPNC,100,80,70,2018-06-04,2018-06-04,2025-06-05,,,,S,EG02,PG03,,Operations
100205,2025-10-08,2025-10-08,A,RFT,F,1.0,16CSR4,CSR,ALPNC,100,80,70,2018-06-04,2018-06-04,2025-10-08,,,,S,EG10,PG03,,Operations
100206,2018-06-05,2018-06-05,A,RPT,P,0.48,09ACC4,ACCTG,NRTHP,111,70,120,2018-06-05,2018-06-05,2018-06-05,,,,S,EG05,PG05,,Operations
100206,2024-05-17,2024-05-17,A,RPT,P,0.48,10ACC5,ACCTG,NRTHP,111,70,120,2018-06-05,2018-06-05,2024-05-17,,,,S,EG09,PG05,,Operations
100207,2018-06-06,2018-06-06,A,RFT,F,1.0,43SAL3,SALES,PRMRE,100,190,110,2018-06-06,2018-06-06,2018-06-06,,,,S,EG10,PG02,102532.0,Operations
100207,2020-08-09,2020-08-09,T,RFT,F,1.0,43SAL3,SALES,PRMRE,100,190,110,2018-06-06,2018-06-06,2018-06-06,2020-08-09,100,V,S,EG10,PG02,102532.0,Operations
100208,2018-06-07,2018-06-07,A,RFT,F,1.0,20ENG3,ENGR,WSTMF,113,30,80,2018-06-07,2018-06-07,2018-06-07,,,,S,EG03,PG03,,Operations
100208,2019-02-28,2019-02-28,T,RFT,F,1.0,20ENG3,ENGR,WSTMF,113,30,80,2018-06-07,2018-06-07,2018-06-07,2019-02-28,101,V,S,EG03,PG03,,Operations
100209,2018-06-08,2018-06-08,A,RFT,F,1.0,95LEG3,LEGAL,WSTMF,100,220,30,2018-06-08,2018-06-08,2018-06-08,,,,S,EG05,PG03,100923.0,Operations
100209,2022-02-26,2022-02-26,L,RFT,F,1.0,95LEG3,LEGAL,WSTMF,100,220,30,2018-06-08,2018-06-08,2018-06-08,,,,S,EG05,PG03,100923.0,Operations
100209,2022-06-20,2022-06-20,A,RFT,F,1.0,95LEG3,LEGAL,WSTMF,100,220,30,2018-06-08,2018-06-08,2018-06-08,,,,S,EG05,PG03,100923.0,Operations
100209,2025-04-11,2025-04-11,T,RFT,F,1.0,95LEG3,LEGAL,WSTMF,100,220,30,2018-06-08,2018-06-08,2018-06-08,2025-04-11,101,V,S,EG05,PG03,100923.0,Operations
100210,2018-06-08,2018-06-08,A,RFT,F,1.0,20ENG3,ENGR,PRMRE,123,210,10,2018-06-08,2018-06-08,2018-06-08,,,,S,EG03,PG02,,Operations
100210,2020-08-23,2020-08-23,A,RFT,F,1.0,57TRD3,TRD,PRMRE,123,210,10,2018-06-08,2018-06-08,2020-08-23,,,,S,EG02,PG02,,Operations
100210,2023-03-14,2023-03-14,T,RFT,F,1.0,57TRD3,TRD,PRMRE,123,210,10,2018-06-08,2018-06-08,2020-08-23,2023-03-14,201,I,S,EG02,PG02,,Operations
100211,2018-06-08,2018-06-08,A,RFT,F,1.0,95LEG3,LEGAL,ALPNC,111,250,40,2018-06-08,2018-06-08,2018-06-08,,,,S,EG05,PG03,,Operations
